50|Priscilla|32-4,64-2,16-1,34-5,23-2,28-1,100-5,54-5,78-2,64-4,31-5,10-5,19-2,59-1,94-4,83-5,25-5,63-2,99-5,82-2,90-2,73-1,72-1,9-4,41-4
51|Mufutau|44-5,28-3,98-2,37-3,86-5
52|Wade|91-1,97-4,31-4,7-5,93-4,26-2,58-4
53|Hannah|39-3,70-5,16-2,26-5,63-3,5-4,65-5,17-1,3-4,59-1,74-5,31-5,27-4,17-4,59-5,2-3,46-1,59-5,94-2,19-4,8-2,78-2,94-5
54|Cedric|93-3,26-2,2-4,36-4,69-1,34-4,66-3
55|Sylvester|33-4,7-3,46-5,71-2,22-1
56|Valentine|5-1,56-4,4-3,77-2,8-5,86-3,57-2,80-1,60-1,39-4,40-2,55-2,94-4,18-5,53-1,42-1,30-4,67-3,4-1,33-5,92-3,95-4,86-4,37-1,53-2,84-3
57|Catherine|84-2,57-5,72-1,90-4,98-1,45-1,51-5,87-3,69-4,77-4,13-2,57-1,98-4,36-1,87-4
58|Galvin|1-2,24-2,26-2,10-4,54-2,26-3,24-4,16-1,29-2,58-2,72-3,53-1,41-5,72-4,63-5,93-5,72-4,66-3,67-3,25-3,33-2,10-4,55-1,9-1,73-1
59|Salvador|47-1,74-5,54-4,19-5,29-4,21-2,53-3,56-3,100-1,61-4,14-1,23-3,26-2,45-3,52-1,5-1,27-3,16-3,1-2,58-3,20-3,66-4,66-2,63-1,100-3,100-4
60|Jaden|55-2,5-5,68-4,36-3,29-3,86-2,5-2,89-3,66-5,60-2,77-4
61|Yeo|14-5,53-4,72-5,82-1,54-1,42-2,73-2,100-4,40-5,12-5,88-2,91-4,100-5,33-4
62|Levi|96-1,24-1,87-4,3-1,39-3
63|Bruno|12-4,35-4,55-2,48-4,18-3,65-2,41-4,56-5,15-1,97-3,39-2,42-2,18-2,74-3,38-2,79-2,36-2
64|Damian|28-5,40-2,94-1,70-1,39-2,71-5,55-1,45-5,54-1,99-3,56-1,94-5,76-5,85-5,75-3,73-2,68-5,90-5,72-3,8-1,35-1
65|Buckminster|29-4,24-2,99-4,89-3,46-4,54-5,36-4,59-5,84-2,9-4,89-2,18-4,42-2,20-1,20-2,81-2,22-3,44-1,78-4,13-2,92-3,30-5,38-3,78-3,52-3,65-3
66|Maya|44-5,52-4,41-3,20-1,91-3,16-1,90-2,4-1,53-2
67|Jason|17-1,94-4,51-4,26-2,91-2,8-4,12-5
68|Tana|69-1,91-3,98-4,23-2,82-1,10-4,51-2,92-4
69|Kirsten|93-3,72-2,63-2,100-1,73-4,5-5,3-1,44-5,50-4,80-2,94-4,20-4,49-5,70-3,17-3,80-2
70|Orlando|87-2,41-3,89-3,59-4,6-4,5-4,52-5,94-4,67-1,49-1,100-1,90-1,68-5,14-1,84-2,35-3,24-4,11-5,42-2
71|Finn|22-4,78-5,60-5,50-3,11-4,4-3,75-5,34-1,49-3,66-2,59-3,27-4,77-4,13-1,37-5
72|Hedy|12-5,33-1,10-3,80-4,59-1,51-1,82-3,18-5,15-4,84-3
73|Ann|57-1,3-4,14-2,84-5,35-3
74|Sarah|81-3,2-4,52-1,46-2,82-1,60-5,67-5
75|Yoko|10-5,34-3,2-2,43-1,41-2,35-4,3-5,41-5,78-4,27-4,22-4,66-3,95-4,3-4,55-2,79-2,4-2,76-4,10-2,35-3,56-4,62-1,83-2
76|Lucian|75-4,63-5,61-5,49-4,41-5,74-2,12-1,64-5,45-3,40-1,35-5,20-1,64-5,47-2,2-5,26-2,70-5,25-2,61-5,29-3
77|Elmo|75-5,57-1,92-1,72-3,46-5,63-1,62-1,47-2,78-1,60-5,36-1,22-2,80-3
78|Alika|74-3,73-5,28-1,49-1,49-2,76-3,38-5,5-1,67-2,14-5,26-5,90-1,72-4,10-4,49-4,18-1,62-5,8-1,85-3,34-4,20-5,79-1,44-1,87-4,44-1,20-5
79|Allen|47-2,55-5,22-3,30-4,92-4,91-3,67-2,73-1,26-2,20-3,87-3,41-5,57-5,14-4,28-1,94-2,65-3,42-4,53-3,2-5,16-4,48-2
80|Odessa|34-1,41-5,4-1,54-3,58-3,58-5,78-5,32-3,19-3,27-2,68-4,9-2,37-3,16-1,68-5,93-4,18-1,59-5,35-5
81|Fitzgerald|58-3,89-2,71-5,52-3,62-3,66-2,55-5,35-5,96-3,72-1,40-2,85-3,28-5,18-4,16-2,38-2,56-5,82-5,11-2,7-2
82|Phillip|50-2,44-2,15-5,69-2,48-4,74-2,31-3,40-2
83|Thane|86-4,93-1,51-2,28-2,4-3,18-3,96-5,7-4,2-3,86-2,99-5
84|Justin|75-5,21-1,80-1,96-4,31-3,38-5,77-2,83-1,64-2,48-2
85|Brielle|43-3,34-5,57-2,24-1,44-2,44-2,26-1,6-3,33-5,10-2,37-2,39-3,51-1,41-4,25-3,48-4,97-1,64-5
86|Ronan|66-1,66-5,30-1,12-5,62-2,30-5,3-1,36-2,64-2,12-4,6-1,62-4,66-5,72-1,68-2,39-1,12-3,45-3
87|William|5-3,10-5,97-5,81-3,8-1,58-2,100-2,15-2,49-2,91-2,65-1,42-2,47-3,28-3,21-1,87-4,72-5,13-1,55-5,98-1,96-1,81-5,3-1
88|Basil|27-4,17-2,24-5,12-3,89-5,94-2,8-3,4-2,27-3,9-1,51-4,19-2,65-4,10-1,24-2,84-3,48-2,84-3,7-3
89|Aretha|61-4,58-4,93-1,7-3,60-3,69-4,84-3
90|Fulton|59-1,49-1,47-3,13-4,99-1,95-3,83-2,85-3,52-2,7-5,6-2,57-2,71-4
91|Chaim|76-5,20-1,31-4,55-2,48-4,60-4,55-3,100-4,69-4,11-3,63-2,45-3,42-3,92-5
92|Dara|75-3,27-3,9-2,9-4,3-5,9-5,46-2,77-3,38-5,31-3,30-3,17-3,92-4,4-1,100-4
93|Aurelia|17-4,85-5,5-3,50-5,10-2,22-2,99-4,38-1,30-2,67-4,71-2,1-3,74-5,69-2,29-2,9-2,43-2,34-2,54-2,57-1,54-1,63-5
94|Serena|95-2,4-5,37-2,14-3,4-3,28-1,9-3,76-1,60-5,66-4,98-5,81-5,7-1,96-5,89-1,54-3,39-4,58-4,100-5,64-3,25-5,59-1,59-2,76-3
95|Leroy|3-4,82-5,79-2,8-2,79-1,76-4
96|Kirestin|94-4,87-4,99-1,83-4,97-5,72-2,54-4,28-5,71-1,48-5,99-3,31-4,4-1,58-5,58-3,82-4,45-5,65-2
97|Sydnee|45-1,98-5,43-5,77-5,77-5,4-1,19-5,81-1,27-3,98-2,76-2
98|Hayden|6-2,29-2,22-1,69-5,40-5,89-4,58-2,85-5,44-5,26-1,42-5,20-5,63-3,73-3,54-5,80-1,22-2,88-3,1-3,56-3,90-2,87-3,39-5,67-4,78-3,83-4
99|Maryam|52-3,33-4,93-2,28-2,59-1,44-5,46-3,25-4,73-3,22-2,3-2,100-4,66-2,70-3,14-3,2-2,36-4,40-5
100|Chiquita|87-3,4-4,44-3,89-1,86-3,12-2,40-4,88-2,37-4,26-5,7-3,27-1,77-4,16-3,68-5,41-3,47-2,55-4,12-3,88-1,58-2,7-2,95-4
101|Orson|22-5,63-5,28-1,41-5,62-1,84-1,92-1,31-4,95-5,76-5,97-5,35-4,54-5,12-5,82-2,92-5,81-4,66-2,43-3
102|Trevor|76-1,55-3,76-3,24-3,11-1,6-2,18-2,45-3,63-4,64-2,41-5,54-5,19-3,27-3,100-2,26-2,53-4,8-1
103|Medge|62-5,78-2,94-5,44-5,69-5,15-1,58-1,52-5,49-1,40-3,19-1,2-2,71-2,86-3,84-2,30-1,79-1,35-4,55-3,32-5,38-2,90-4,8-3,79-4,41-1
104|Mari|34-5,69-5,27-3,72-5,35-2,43-3,11-3,83-5,7-4,94-5,51-4,59-3,69-1,99-4,57-5,5-2,82-5
105|Damian|51-1,9-2,75-2,43-3,99-5,90-4,25-4,90-4,72-5,33-2
106|Theodore|74-2,82-1,45-5,39-1,48-1,83-5,82-3,17-5,36-3,63-4,80-4,74-2,86-3,53-5,84-4,63-4,68-1,98-4,89-1,8-3,100-5,75-1,47-1,17-1,63-3,51-5
107|Peter|15-4,98-3,34-4,56-1,72-5,95-5,43-2,81-2,49-5,72-5,97-5,7-5,37-1,4-5,44-2,10-3,22-3,72-3,31-4,7-4,19-4,62-5
108|Price|39-4,35-1,37-2,87-4,60-4
109|Jane|78-5,46-4,97-2,98-4,66-3,20-4,73-2,7-1,61-4,62-3,76-5,23-2,82-4,84-1,77-1,87-1,2-5,5-4,18-3
110|Lucas|94-5,19-5,62-4,4-4,70-2,10-4,38-4,11-2,55-2,66-1,89-1,56-2,36-5,54-1,66-2,96-1,42-2,67-4,55-4,86-5,66-4,86-3,70-5,47-2,62-2,80-5
111|Brynn|67-3,5-4,26-3,5-3,41-3,37-4,52-5,26-2,57-5,15-5,76-2,5-4,35-4,92-4,12-4,60-5,59-5,58-5
112|Jameson|44-1,23-3,25-5,71-2,49-2,75-3,57-4,71-4
113|Lillith|71-3,41-2,82-2,60-5,48-5,17-4,64-5,77-2,27-1,18-5,35-1,39-5,30-4,85-1,54-4,33-1,88-4,29-4,86-2,69-4,46-4
114|Gemma|19-2,76-5,11-3,17-2,93-1,61-3,53-3,41-3,80-4,81-2,43-4,86-5,75-4,76-1
115|Nomlanga|50-2,22-2,99-2,8-3,19-3,50-4,63-2,74-5,1-1,81-4,42-1,68-3,74-2,3-1,79-2,98-3
116|Price|55-1,56-3,26-1,14-1,29-5,9-4,32-2,26-5,19-4,44-3,72-3,76-2,55-2,92-1,19-3,25-1,76-2,24-2,17-4,94-1,26-1,62-5,24-4,38-1
117|Alyssa|36-5,24-1,40-3,74-4,42-2,10-5,50-2,30-5,82-2,61-5,2-4,96-5,26-5,75-1,74-5,37-3,50-4,27-5,1-3,56-3,84-1,72-3,63-4,30-2
118|Josephine|97-2,52-5,98-2,66-1,22-4,39-2,82-3,43-2,16-4,99-2,26-3,8-2,6-2,35-3,25-4,18-1,68-1,20-4,54-3,92-2,54-5,64-3,35-2,45-4,51-3,10-2
119|Georgia|62-5,16-1,18-1,69-1,91-5,77-3,100-4,9-4
120|Basia|94-4,72-1,2-5,41-4,11-4,32-4,23-4,33-1,2-3,43-5,8-4,4-5,48-4,41-4,86-1,21-5,4-4,47-1,99-2,22-2,44-4,47-2,90-3
121|Myra|28-4,88-1,62-4,32-5,11-3,94-5,24-2,52-1,2-4,9-2,79-1,53-5
122|Blair|19-2,74-3,91-4,40-1,4-5,56-3,62-2,14-2,23-1,11-1
123|Timothy|27-2,57-2,43-2,89-5,70-3,55-1
124|Darius|4-2,47-5,66-4,15-5,56-4,72-5,61-3,61-3,19-4,71-5,57-5,79-1,28-1,68-5,70-2,67-4,3-1,23-1,22-3,20-2
125|Giacomo|20-1,30-3,57-1,49-1,80-2,64-4,95-3,14-3
126|Dominic|100-3,50-4,53-1,31-4,50-5,28-1
127|Nadine|15-2,4-1,34-3,81-4,27-1,70-2,8-2,26-1,70-3,89-4,69-3,74-3,81-5,74-4,11-4,6-5,1-5,75-4,51-3
128|Ann|89-1,74-5,94-3,73-1,41-1,99-1,8-4,50-5,46-5,63-3,23-1,49-5,22-1,22-2,63-5,67-4,89-2,23-4
129|Quin|2-4,70-4,13-2,70-4,20-2,35-3,83-3,18-1,29-3,38-2
130|Brielle|13-1,75-4,87-4,45-5,67-3,86-1,35-4,20-1,44-1,8-1,36-2,26-2,8-1,46-5,60-3,54-5,72-4,49-2,18-5,67-5,42-1,3-3,15-5,27-1,14-5,70-1
131|Herman|49-2,76-1,86-4,72-4,89-4,70-5,60-3,45-4,44-5,58-4,63-5,33-4,23-4,85-1,34-1,79-1
132|Cecilia|15-4,92-3,53-2,28-1,58-5
133|Quinlan|20-4,55-5,96-2,43-1,13-5,47-4,36-2,68-4,60-2,36-4,25-2,90-4,79-5,98-3,6-2,88-5,8-1,74-3
134|Rowan|54-1,17-5,76-4,22-3,39-3,89-5,38-3,51-2,18-5,12-2,78-5,68-3,2-1,95-5,67-4,95-2,77-1,48-5,65-3,52-5,56-4,62-2,26-5,19-4
135|Claire|70-2,42-3,65-4,98-1,60-4,58-2,64-2,97-1
136|Lillian|27-2,72-4,45-5,58-3,76-4,70-4
137|Zenia|38-2,23-4,48-1,39-4,19-3
138|Elmo|93-1,41-2,47-4,54-3,24-3,50-2,36-5,88-4,39-2,80-5,69-1,81-4,57-2,62-3,23-3,48-5,76-1,29-5,69-2,41-3,89-3
139|Mason|86-1,98-1,77-1,10-5,74-2,30-2,9-2,14-4,53-5,20-2,93-3,2-3,74-2,74-1
140|Lar|99-4,31-4,65-1,50-4,76-2,95-3,14-5,8-1,22-3,42-5,100-3,85-3
